"","Income","Education"
"6083",27541,"AD"
"6084",38377,"BD"
"6085",48934,"Grad"
"6086",21753,"HS"
"6087",28114,"AD"
"6088",29637,"BD"
"6089",35938,"Grad"
"6090",25534,"HS"
"6091",25655,"AD"
"6092",31290,"BD"
"6093",35938,"Grad"
"6094",24386,"HS"
"6095",27305,"AD"
"6096",35250,"BD"
"6097",48417,"Grad"
"6098",20430,"HS"
"6099",18503,"AD"
"6100",23295,"BD"
"6101",45263,"Grad"
"6102",25020,"HS"
"6103",30516,"AD"
"6104",37000,"BD"
"6105",40000,"Grad"
"6106",27405,"HS"
"6107",32057,"AD"
"6108",32188,"BD"
"6109",45962,"Grad"
"6110",22455,"HS"
"6111",25629,"AD"
"6112",30924,"BD"
"6113",46118,"Grad"
"6114",22853,"HS"
"6115",26704,"AD"
"6116",34726,"BD"
"6117",47813,"Grad"
"6118",27580,"HS"
"6119",33090,"AD"
"6120",45565,"BD"
"6121",55505,"Grad"
"6122",25089,"HS"
"6123",28490,"AD"
"6124",38849,"BD"
"6125",52851,"Grad"
"6126",30587,"HS"
"6127",36268,"AD"
"6128",45510,"BD"
"6129",56373,"Grad"
"6130",27396,"HS"
"6131",30005,"AD"
"6132",36614,"BD"
"6133",49752,"Grad"
"6134",20742,"HS"
"6135",25284,"AD"
"6136",25721,"BD"
"6137",43214,"Grad"
"6138",24250,"HS"
"6139",28171,"AD"
"6140",37464,"BD"
"6141",43804,"Grad"
"6142",30775,"HS"
"6143",33190,"AD"
"6144",42143,"BD"
"6145",45906,"Grad"
"6146",24549,"HS"
"6147",26268,"AD"
"6148",39023,"BD"
"6149",50978,"Grad"
"6150",22813,"HS"
"6151",27685,"AD"
"6152",39205,"BD"
"6153",34306,"Grad"
"6154",29737,"HS"
"6155",34003,"AD"
"6156",43945,"BD"
"6157",58110,"Grad"
"6158",26867,"HS"
"6159",24023,"AD"
"6160",33700,"BD"
"6161",47708,"Grad"
"6162",25146,"HS"
"6163",25247,"AD"
"6164",38939,"BD"
"6165",44911,"Grad"
"6166",26553,"HS"
"6167",30338,"AD"
"6168",36296,"BD"
"6169",48194,"Grad"
"6170",25879,"HS"
"6171",27091,"AD"
"6172",31850,"BD"
"6173",40900,"Grad"
"6174",20304,"HS"
"6175",22068,"AD"
"6176",29038,"BD"
"6177",29667,"Grad"
"6178",28830,"HS"
"6179",30488,"AD"
"6180",37478,"BD"
"6181",42273,"Grad"
"6182",25342,"HS"
"6183",30385,"AD"
"6184",34799,"BD"
"6185",47171,"Grad"
"6186",26553,"HS"
"6187",26567,"AD"
"6188",40833,"BD"
"6189",42750,"Grad"
"6190",23662,"HS"
"6191",26220,"AD"
"6192",45383,"BD"
"6193",47898,"Grad"
"6194",20946,"HS"
"6195",19583,"AD"
"6196",31577,"BD"
"6197",48521,"Grad"
"6198",26416,"HS"
"6199",31058,"AD"
"6200",38750,"BD"
"6201",40379,"Grad"
"6202",26155,"HS"
"6203",24979,"AD"
"6204",35962,"BD"
"6205",42969,"Grad"
"6206",23831,"HS"
"6207",30596,"AD"
"6208",29676,"BD"
"6209",50147,"Grad"
"6210",21671,"HS"
"6211",25041,"AD"
"6212",31313,"BD"
"6213",47500,"Grad"
"6214",23810,"HS"
"6215",26096,"AD"
"6216",36394,"BD"
"6217",41637,"Grad"
"6218",25321,"HS"
"6219",29635,"AD"
"6220",38546,"BD"
"6221",45425,"Grad"
"6222",27182,"HS"
"6223",29536,"AD"
"6224",35183,"BD"
"6225",44545,"Grad"
"6226",22089,"HS"
"6227",19701,"AD"
"6228",30618,"BD"
"6229",31635,"Grad"
"6230",31615,"HS"
"6231",31490,"AD"
"6232",40733,"BD"
"6233",47656,"Grad"
"6234",22500,"HS"
"6235",22103,"AD"
"6236",20956,"BD"
"6237",36125,"Grad"
"6238",25360,"HS"
"6239",24454,"AD"
"6240",39105,"BD"
"6241",45855,"Grad"
"6242",29974,"HS"
"6243",28952,"AD"
"6244",42399,"BD"
"6245",37188,"Grad"
"6246",23997,"HS"
"6247",24955,"AD"
"6248",35822,"BD"
"6249",43785,"Grad"
"6250",25101,"HS"
"6251",28351,"AD"
"6252",33342,"BD"
"6253",44453,"Grad"
"6254",27270,"HS"
"6255",30156,"AD"
"6256",34531,"BD"
"6257",40000,"Grad"
"6258",31844,"HS"
"6259",41362,"AD"
"6260",50607,"BD"
"6261",68505,"Grad"
"6262",24616,"HS"
"6263",26239,"AD"
"6264",34516,"BD"
"6265",42500,"Grad"
"6266",26951,"HS"
"6267",36364,"AD"
"6268",39236,"BD"
"6269",52175,"Grad"
"6270",22344,"HS"
"6271",27292,"AD"
"6272",33984,"BD"
"6273",29205,"Grad"
"6274",26733,"HS"
"6275",30388,"AD"
"6276",38088,"BD"
"6277",51650,"Grad"
"6278",25833,"HS"
"6279",26372,"AD"
"6280",34351,"BD"
"6281",48224,"Grad"
"6282",31528,"HS"
"6283",36329,"AD"
"6284",36313,"BD"
"6285",54157,"Grad"
"6286",21586,"HS"
"6287",26289,"AD"
"6288",39167,"BD"
"6289",46071,"Grad"
"6290",20301,"HS"
"6291",22865,"AD"
"6292",32662,"BD"
"6293",45260,"Grad"
"6294",32496,"HS"
"6295",40565,"AD"
"6296",54713,"BD"
"6297",66452,"Grad"
"6298",23827,"HS"
"6299",24524,"AD"
"6300",31823,"BD"
"6301",31995,"Grad"
"6302",27118,"HS"
"6303",38004,"AD"
"6304",50100,"BD"
"6305",49063,"Grad"
"6306",24446,"HS"
"6307",27324,"AD"
"6308",40454,"BD"
"6309",53320,"Grad"
"6310",27877,"HS"
"6311",33384,"AD"
"6312",50323,"BD"
"6313",68973,"Grad"
"6314",25596,"HS"
"6315",25168,"AD"
"6316",36490,"BD"
"6317",42415,"Grad"
"6318",22684,"HS"
"6319",21123,"AD"
"6320",35956,"BD"
"6321",46250,"Grad"
"6322",22443,"HS"
"6323",21884,"AD"
"6324",35455,"BD"
"6325",37188,"Grad"
"6326",24493,"HS"
"6327",28448,"AD"
"6328",36784,"BD"
"6329",43352,"Grad"
"6330",21880,"HS"
"6331",18582,"AD"
"6332",26667,"BD"
"6333",43000,"Grad"
"6334",23571,"HS"
"6335",22129,"AD"
"6336",33889,"BD"
"6337",32083,"Grad"
"6338",25113,"HS"
"6339",30118,"AD"
"6340",37692,"BD"
"6341",43254,"Grad"
"6342",20467,"HS"
"6343",21769,"AD"
"6344",33474,"BD"
"6345",40888,"Grad"
"6346",24970,"HS"
"6347",23900,"AD"
"6348",28681,"BD"
"6349",24128,"Grad"
"6350",22023,"HS"
"6351",22145,"AD"
"6352",34563,"BD"
"6353",52304,"Grad"
"6354",21929,"HS"
"6355",25338,"AD"
"6356",35804,"BD"
"6357",38182,"Grad"
"6358",23041,"HS"
"6359",23143,"AD"
"6360",32471,"BD"
"6361",44688,"Grad"
"6362",28563,"HS"
"6363",33371,"AD"
"6364",39855,"BD"
"6365",47169,"Grad"
"6366",23851,"HS"
"6367",25608,"AD"
"6368",34517,"BD"
"6369",51375,"Grad"
"6370",23484,"HS"
"6371",25641,"AD"
"6372",31157,"BD"
"6373",40750,"Grad"
"6374",25525,"HS"
"6375",29194,"AD"
"6376",39023,"BD"
"6377",46250,"Grad"
"6378",23869,"HS"
"6379",25000,"AD"
"6380",25500,"BD"
"6381",76607,"Grad"
"6382",19205,"HS"
"6383",22383,"AD"
"6384",30472,"BD"
"6385",39571,"Grad"
"6386",22641,"HS"
"6387",28714,"AD"
"6388",42297,"BD"
"6389",52662,"Grad"
"6390",21600,"HS"
"6391",29433,"AD"
"6392",31482,"BD"
"6393",51221,"Grad"
"6394",22327,"HS"
"6395",28941,"AD"
"6396",36791,"BD"
"6397",40568,"Grad"
"6398",23302,"HS"
"6399",27563,"AD"
"6400",34958,"BD"
"6401",36667,"Grad"
"6402",26574,"HS"
"6403",26857,"AD"
"6404",43304,"BD"
"6405",53973,"Grad"
"6406",23910,"HS"
"6407",30742,"AD"
"6408",31577,"BD"
"6409",47548,"Grad"
"6410",16750,"HS"
"6411",25787,"AD"
"6412",27750,"BD"
"6413",3000,"Grad"
"6414",24449,"HS"
"6415",29215,"AD"
"6416",38170,"BD"
"6417",52238,"Grad"
"6418",22338,"HS"
"6419",26726,"AD"
"6420",31600,"BD"
"6421",40625,"Grad"
"6422",23526,"HS"
"6423",25885,"AD"
"6424",40000,"BD"
"6425",51447,"Grad"
"6426",16648,"HS"
"6427",27639,"AD"
"6428",36250,"BD"
"6429",60833,"Grad"
"6430",26188,"HS"
"6431",26840,"AD"
"6432",33954,"BD"
"6433",50777,"Grad"
"6434",17485,"HS"
"6435",31141,"AD"
"6436",29375,"BD"
"6437",56250,"Grad"
"6438",31410,"HS"
"6439",30972,"AD"
"6440",40625,"BD"
"6441",52708,"Grad"
"6442",18740,"HS"
"6443",29694,"AD"
"6444",26702,"BD"
"6445",48925,"Grad"
"6446",23973,"HS"
"6447",26039,"AD"
"6448",33703,"BD"
"6449",49719,"Grad"
"6450",27881,"HS"
"6451",27263,"AD"
"6452",33674,"BD"
"6453",50040,"Grad"
"6454",29375,"HS"
"6455",36917,"AD"
"6456",37788,"BD"
"6457",33750,"Grad"
"6458",28009,"HS"
"6459",22778,"AD"
"6460",37440,"BD"
"6461",59107,"Grad"
"6462",22500,"HS"
"6463",22375,"AD"
"6464",25781,"BD"
"6465",36875,"Grad"
"6466",21115,"HS"
"6467",25949,"AD"
"6468",38036,"BD"
"6469",47188,"Grad"
"6470",23802,"HS"
"6471",31067,"AD"
"6472",41000,"BD"
"6473",51574,"Grad"
"6474",28250,"HS"
"6475",29879,"AD"
"6476",48320,"BD"
"6477",59401,"Grad"
"6478",19412,"HS"
"6479",27054,"AD"
"6480",31413,"BD"
"6481",57644,"Grad"
"6482",20367,"HS"
"6483",21497,"AD"
"6484",33750,"BD"
"6485",41328,"Grad"
"6486",25472,"HS"
"6487",31682,"AD"
"6488",44291,"BD"
"6489",52353,"Grad"
"6490",25125,"HS"
"6491",30767,"AD"
"6492",21708,"BD"
"6493",60417,"Grad"
"6494",20568,"HS"
"6495",21129,"AD"
"6496",36563,"BD"
"6497",33125,"Grad"
"6498",30434,"HS"
"6499",27292,"AD"
"6500",34286,"BD"
"6501",27083,"Grad"
"6502",22917,"HS"
"6503",26097,"AD"
"6504",32500,"BD"
"6505",48289,"Grad"
"6506",16759,"HS"
"6507",18871,"AD"
"6508",27500,"BD"
"6509",17361,"Grad"
"6510",16832,"HS"
"6511",21472,"AD"
"6512",28625,"BD"
"6513",9500,"Grad"
"6514",25731,"HS"
"6515",26977,"AD"
"6516",32393,"BD"
"6517",50244,"Grad"
"6518",26505,"HS"
"6519",24750,"AD"
"6520",32500,"BD"
"6521",36522,"Grad"
"6522",25484,"HS"
"6523",23728,"AD"
"6524",31541,"BD"
"6525",34222,"Grad"
"6526",17083,"HS"
"6527",16375,"AD"
"6528",29625,"BD"
"6529",26250,"Grad"
"6530",31136,"HS"
"6531",27269,"AD"
"6532",31250,"BD"
"6533",55066,"Grad"
"6534",24080,"HS"
"6535",26094,"AD"
"6536",33125,"BD"
"6537",50938,"Grad"
"6538",22500,"HS"
"6539",24271,"AD"
"6540",30625,"BD"
"6541",41607,"Grad"
"6542",15714,"HS"
"6543",21994,"AD"
"6544",38828,"BD"
"6545",33804,"Grad"
"6546",15417,"HS"
"6547",17250,"AD"
"6548",22500,"BD"
"6549",39444,"Grad"
"6550",20909,"HS"
"6551",24388,"AD"
"6552",34109,"BD"
"6553",48629,"Grad"
"6554",30804,"HS"
"6555",29718,"AD"
"6556",33462,"BD"
"6557",59583,"Grad"
"6558",31217,"HS"
"6559",34949,"AD"
"6560",42515,"BD"
"6561",44239,"Grad"
"6562",25694,"HS"
"6563",29141,"AD"
"6564",40817,"BD"
"6565",52652,"Grad"
"6566",20500,"HS"
"6567",20105,"AD"
"6568",22174,"BD"
"6569",46250,"Grad"
"6570",23182,"HS"
"6571",26028,"AD"
"6572",42727,"BD"
"6573",36563,"Grad"
"6574",24383,"HS"
"6575",26291,"AD"
"6576",39940,"BD"
"6577",49554,"Grad"
"6578",32426,"HS"
"6579",30254,"AD"
"6580",39444,"BD"
"6581",43000,"Grad"
"6582",22500,"HS"
"6583",25446,"AD"
"6584",30395,"BD"
"6585",39375,"Grad"
"6586",24158,"HS"
"6587",26799,"AD"
"6588",31216,"BD"
"6589",47000,"Grad"
"6590",20977,"HS"
"6591",29340,"AD"
"6592",32461,"BD"
"6593",49271,"Grad"
"6594",24688,"HS"
"6595",22500,"AD"
"6596",25893,"BD"
"6597",45500,"Grad"
"6598",25938,"HS"
"6599",31332,"AD"
"6600",40933,"BD"
"6601",47083,"Grad"
"6602",23750,"HS"
"6603",30833,"AD"
"6604",25192,"BD"
"6605",33000,"Grad"
"6606",22321,"HS"
"6607",29444,"AD"
"6608",30625,"BD"
"6609",105750,"Grad"
"6610",25704,"HS"
"6611",31158,"AD"
"6612",42281,"BD"
"6613",54508,"Grad"
"6614",25668,"HS"
"6615",30679,"AD"
"6616",40573,"BD"
"6617",55455,"Grad"
"6618",23283,"HS"
"6619",28967,"AD"
"6620",33889,"BD"
"6621",53304,"Grad"
"6622",26406,"HS"
"6623",26167,"AD"
"6624",20893,"BD"
"6625",46250,"Grad"
"6626",12404,"HS"
"6627",21544,"AD"
"6628",29000,"BD"
"6629",55250,"Grad"
"6630",21484,"HS"
"6631",25795,"AD"
"6632",34318,"BD"
"6633",25967,"HS"
"6634",25879,"AD"
"6635",32031,"BD"
"6636",43672,"Grad"
"6637",31863,"HS"
"6638",31070,"AD"
"6639",39878,"BD"
"6640",53167,"Grad"
"6641",20341,"HS"
"6642",22813,"AD"
"6643",31875,"BD"
"6644",42083,"Grad"
"6645",22054,"HS"
"6646",25051,"AD"
"6647",30083,"BD"
"6648",46000,"Grad"
"6649",25756,"HS"
"6650",29439,"AD"
"6651",40000,"BD"
"6652",56005,"Grad"
"6653",25685,"HS"
"6654",31798,"AD"
"6655",35893,"BD"
"6656",46932,"Grad"
"6657",28628,"HS"
"6658",32439,"AD"
"6659",42404,"BD"
"6660",62273,"Grad"
"6661",30502,"HS"
"6662",35761,"AD"
"6663",42394,"BD"
"6664",64688,"Grad"
"6665",26040,"HS"
"6666",29676,"AD"
"6667",34712,"BD"
"6668",50833,"Grad"
"6669",22384,"HS"
"6670",23084,"AD"
"6671",40455,"BD"
"6672",46500,"Grad"
"6673",21496,"HS"
"6674",27321,"AD"
"6675",36667,"BD"
"6676",38750,"Grad"
"6677",25561,"HS"
"6678",31620,"AD"
"6679",43282,"BD"
"6680",54167,"Grad"
"6681",25698,"HS"
"6682",29234,"AD"
"6683",32679,"BD"
"6684",54107,"Grad"
"6685",28211,"HS"
"6686",27066,"AD"
"6687",39552,"BD"
"6688",51125,"Grad"
"6689",26900,"HS"
"6690",29797,"AD"
"6691",40714,"BD"
"6692",53101,"Grad"
"6693",25631,"HS"
"6694",27108,"AD"
"6695",36809,"BD"
"6696",55385,"Grad"
"6697",24070,"HS"
"6698",30688,"AD"
"6699",39773,"BD"
"6700",55056,"Grad"
"6701",21141,"HS"
"6702",18164,"AD"
"6703",30210,"BD"
"6704",51452,"Grad"
"6705",28223,"HS"
"6706",28765,"AD"
"6707",35552,"BD"
"6708",44531,"Grad"
"6709",25938,"HS"
"6710",25435,"AD"
"6711",40781,"BD"
"6712",56667,"Grad"
"6713",28304,"HS"
"6714",28382,"AD"
"6715",36283,"BD"
"6716",44808,"Grad"
"6717",26735,"HS"
"6718",31629,"AD"
"6719",41738,"BD"
"6720",51688,"Grad"
"6721",26686,"HS"
"6722",32169,"AD"
"6723",46674,"BD"
"6724",59227,"Grad"
"6725",23750,"HS"
"6726",28913,"AD"
"6727",41176,"BD"
"6728",44063,"Grad"
"6729",22500,"HS"
"6730",27773,"AD"
"6731",32177,"BD"
"6732",41250,"Grad"
"6733",23839,"HS"
"6734",29844,"AD"
"6735",41786,"BD"
"6736",37813,"Grad"
"6737",25417,"HS"
"6738",31905,"AD"
"6739",38315,"BD"
"6740",39643,"Grad"
"6741",22417,"HS"
"6742",26853,"AD"
"6743",44191,"BD"
"6744",45438,"Grad"
"6745",24871,"HS"
"6746",30124,"AD"
"6747",46763,"BD"
"6748",53465,"Grad"
"6749",24632,"HS"
"6750",21846,"AD"
"6751",21000,"BD"
"6752",28750,"Grad"
"6753",20375,"HS"
"6754",21726,"AD"
"6755",35089,"BD"
"6756",18571,"Grad"
"6757",22206,"HS"
"6758",27813,"AD"
"6759",20341,"BD"
"6760",44375,"Grad"
"6761",29375,"HS"
"6762",17266,"AD"
"6763",33875,"BD"
"6764",35833,"Grad"
"6765",25000,"HS"
"6766",24239,"AD"
"6767",35227,"BD"
"6768",41000,"Grad"
"6769",26883,"HS"
"6770",29266,"AD"
"6771",39193,"BD"
"6772",54817,"Grad"
"6773",30818,"HS"
"6774",29815,"AD"
"6775",39110,"BD"
"6776",57546,"Grad"
"6777",22094,"HS"
"6778",29191,"AD"
"6779",31167,"BD"
"6780",48333,"Grad"
"6781",28214,"HS"
"6782",26184,"AD"
"6783",38958,"BD"
"6784",21875,"Grad"
"6785",25795,"HS"
"6786",28553,"AD"
"6787",36250,"BD"
"6788",43531,"Grad"
"6789",25063,"HS"
"6790",26667,"AD"
"6791",36563,"BD"
"6792",51125,"Grad"
"6793",13750,"HS"
"6794",20000,"AD"
"6795",30625,"BD"
"6796",63393,"Grad"
"6797",30096,"HS"
"6798",26907,"AD"
"6799",40594,"BD"
"6800",47054,"Grad"
"6801",24821,"HS"
"6802",28137,"AD"
"6803",39219,"BD"
"6804",52708,"Grad"
"6805",26473,"HS"
"6806",32411,"AD"
"6807",39250,"BD"
"6808",41667,"Grad"
"6809",29148,"HS"
"6810",29922,"AD"
"6811",37460,"BD"
"6812",51219,"Grad"
"6813",27708,"HS"
"6814",25678,"AD"
"6815",41898,"BD"
"6816",44716,"Grad"
"6817",24917,"HS"
"6818",23095,"AD"
"6819",27250,"BD"
"6820",36250,"Grad"
"6821",26656,"HS"
"6822",25893,"AD"
"6823",40000,"BD"
"6824",48846,"Grad"
"6825",25250,"HS"
"6826",27229,"AD"
"6827",31929,"BD"
"6828",47750,"Grad"
"6829",26736,"HS"
"6830",31614,"AD"
"6831",42490,"BD"
"6832",54904,"Grad"
"6833",26374,"HS"
"6834",32182,"AD"
"6835",40148,"BD"
"6836",59828,"Grad"
"6837",23000,"HS"
"6838",28021,"AD"
"6839",33750,"BD"
"6840",21250,"Grad"
"6841",17969,"HS"
"6842",17500,"AD"
"6843",34375,"BD"
"6844",51250,"Grad"
"6845",25625,"HS"
"6846",41042,"AD"
"6847",33000,"BD"
"6848",25928,"HS"
"6849",31220,"AD"
"6850",40725,"BD"
"6851",50128,"Grad"
"6852",27250,"HS"
"6853",30420,"AD"
"6854",30236,"BD"
"6855",42042,"Grad"
"6856",25019,"HS"
"6857",27136,"AD"
"6858",41607,"BD"
"6859",38929,"Grad"
"6860",25139,"HS"
"6861",28250,"AD"
"6862",42625,"BD"
"6863",40417,"Grad"
"6864",25694,"HS"
"6865",31728,"AD"
"6866",41422,"BD"
"6867",46429,"Grad"
"6868",21196,"HS"
"6869",24436,"AD"
"6870",29375,"BD"
"6871",52500,"Grad"
"6872",27380,"HS"
"6873",32116,"AD"
"6874",38631,"BD"
"6875",55071,"Grad"
"6876",29963,"HS"
"6877",27102,"AD"
"6878",36607,"BD"
"6879",46875,"Grad"
"6880",26889,"HS"
"6881",27299,"AD"
"6882",43571,"BD"
"6883",47083,"Grad"
"6884",23681,"HS"
"6885",31818,"AD"
"6886",39810,"BD"
"6887",43077,"Grad"
"6888",28994,"HS"
"6889",28798,"AD"
"6890",41076,"BD"
"6891",47411,"Grad"
"6892",27793,"HS"
"6893",32800,"AD"
"6894",44193,"BD"
"6895",53333,"Grad"
"6896",29539,"HS"
"6897",31635,"AD"
"6898",36500,"BD"
"6899",50655,"Grad"
"6900",22321,"HS"
"6901",27715,"AD"
"6902",39304,"BD"
"6903",44841,"Grad"
"6904",27520,"HS"
"6905",31335,"AD"
"6906",30313,"BD"
"6907",35000,"Grad"
"6908",20313,"HS"
"6909",25795,"AD"
"6910",39250,"BD"
"6911",51250,"Grad"
"6912",28399,"HS"
"6913",31582,"AD"
"6914",34180,"BD"
"6915",49063,"Grad"
"6916",29931,"HS"
"6917",36630,"AD"
"6918",49886,"BD"
"6919",66569,"Grad"
"6920",31599,"HS"
"6921",36263,"AD"
"6922",46815,"BD"
"6923",56250,"Grad"
"6924",24083,"HS"
"6925",27799,"AD"
"6926",37693,"BD"
"6927",56150,"Grad"
"6928",29715,"HS"
"6929",37418,"AD"
"6930",44292,"BD"
"6931",55373,"Grad"
"6932",25051,"HS"
"6933",23073,"AD"
"6934",30000,"BD"
"6935",63897,"Grad"
"6936",27000,"HS"
"6937",30417,"AD"
"6938",37375,"BD"
"6939",47250,"Grad"
"6940",24931,"HS"
"6941",27130,"AD"
"6942",40179,"BD"
"6943",45750,"Grad"
"6944",25717,"HS"
"6945",31508,"AD"
"6946",40676,"BD"
"6947",56250,"Grad"
"6948",24932,"HS"
"6949",30273,"AD"
"6950",27875,"BD"
"6951",48125,"Grad"
"6952",30750,"HS"
"6953",31607,"AD"
"6954",34063,"BD"
"6955",49375,"Grad"
"6956",26056,"HS"
"6957",29549,"AD"
"6958",39500,"BD"
"6959",54000,"Grad"
"6960",25603,"HS"
"6961",29766,"AD"
"6962",43264,"BD"
"6963",42500,"Grad"
"6964",31291,"HS"
"6965",39222,"AD"
"6966",45389,"BD"
"6967",62132,"Grad"
"6968",27354,"HS"
"6969",32253,"AD"
"6970",35152,"BD"
"6971",42127,"Grad"
"6972",22452,"HS"
"6973",25776,"AD"
"6974",37708,"BD"
"6975",49583,"Grad"
"6976",32143,"HS"
"6977",23750,"AD"
"6978",41136,"BD"
"6979",55313,"Grad"
"6980",25741,"HS"
"6981",28805,"AD"
"6982",36978,"BD"
"6983",51500,"Grad"
"6984",28603,"HS"
"6985",35171,"AD"
"6986",50825,"BD"
"6987",72083,"Grad"
"6988",30270,"HS"
"6989",36140,"AD"
"6990",46109,"BD"
"6991",63280,"Grad"
"6992",30515,"HS"
"6993",33994,"AD"
"6994",51136,"BD"
"6995",68162,"Grad"
"6996",40752,"HS"
"6997",40179,"AD"
"6998",60027,"BD"
"6999",67212,"Grad"
"7000",24583,"HS"
"7001",26406,"AD"
"7002",39107,"BD"
"7003",51477,"HS"
"7004",39038,"AD"
"7005",41806,"BD"
"7006",60417,"Grad"
"7007",31533,"HS"
"7008",44457,"AD"
"7009",51159,"BD"
"7010",70417,"Grad"
"7011",60125,"HS"
"7012",47987,"AD"
"7013",86895,"BD"
"7014",66176,"Grad"
"7015",24611,"HS"
"7016",35192,"AD"
"7017",43438,"BD"
"7018",60313,"Grad"
"7019",28440,"HS"
"7020",32610,"AD"
"7021",41056,"BD"
"7022",71976,"Grad"
"7023",36667,"HS"
"7024",33542,"AD"
"7025",50679,"BD"
"7026",61806,"Grad"
"7027",22235,"HS"
"7028",25809,"AD"
"7029",41443,"BD"
"7030",64777,"Grad"
"7031",31717,"HS"
"7032",29773,"AD"
"7033",59205,"BD"
"7034",64821,"Grad"
"7035",31793,"HS"
"7036",37205,"AD"
"7037",41744,"BD"
"7038",105673,"Grad"
"7039",27917,"HS"
"7040",34036,"AD"
"7041",45329,"BD"
"7042",64929,"Grad"
"7043",39153,"HS"
"7044",36369,"AD"
"7045",45755,"BD"
"7046",47014,"Grad"
"7047",28900,"HS"
"7048",33686,"AD"
"7049",51046,"BD"
"7050",71071,"Grad"
"7051",31106,"HS"
"7052",36466,"AD"
"7053",42753,"BD"
"7054",62023,"Grad"
"7055",26860,"HS"
"7056",29504,"AD"
"7057",39655,"BD"
"7058",44283,"Grad"
"7059",31798,"HS"
"7060",32323,"AD"
"7061",40726,"BD"
"7062",54545,"Grad"
"7063",25774,"HS"
"7064",30415,"AD"
"7065",38988,"BD"
"7066",52127,"Grad"
"7067",28050,"HS"
"7068",32735,"AD"
"7069",44045,"BD"
"7070",63479,"Grad"
"7071",34064,"HS"
"7072",39549,"AD"
"7073",53547,"BD"
"7074",74408,"Grad"
"7075",32173,"HS"
"7076",37390,"AD"
"7077",48519,"BD"
"7078",61318,"Grad"
"7079",35209,"HS"
"7080",40523,"AD"
"7081",58282,"BD"
"7082",69351,"Grad"
"7083",29888,"HS"
"7084",36207,"AD"
"7085",51321,"BD"
"7086",56182,"Grad"
"7087",31966,"HS"
"7088",36145,"AD"
"7089",44892,"BD"
"7090",53031,"Grad"
"7091",29907,"HS"
"7092",35075,"AD"
"7093",47329,"BD"
"7094",72924,"Grad"
"7095",35039,"HS"
"7096",43710,"AD"
"7097",61575,"BD"
"7098",85598,"Grad"
"7099",35991,"HS"
"7100",43995,"AD"
"7101",63165,"BD"
"7102",83733,"Grad"
"7103",32560,"HS"
"7104",40172,"AD"
"7105",55143,"BD"
"7106",75734,"Grad"
"7107",31194,"HS"
"7108",36921,"AD"
"7109",50386,"BD"
"7110",69329,"Grad"
"7111",31374,"HS"
"7112",36230,"AD"
"7113",51519,"BD"
"7114",66486,"Grad"
"7115",30633,"HS"
"7116",36918,"AD"
"7117",58006,"BD"
"7118",83266,"Grad"
"7119",36610,"HS"
"7120",45629,"AD"
"7121",61783,"BD"
"7122",73840,"Grad"
"7123",30173,"HS"
"7124",35909,"AD"
"7125",58657,"BD"
"7126",77012,"Grad"
"7127",38914,"HS"
"7128",49448,"AD"
"7129",69236,"BD"
"7130",100579,"Grad"
"7131",31685,"HS"
"7132",41883,"AD"
"7133",63645,"BD"
"7134",86056,"Grad"
"7135",35964,"HS"
"7136",44745,"AD"
"7137",62988,"BD"
"7138",83616,"Grad"
"7139",33889,"HS"
"7140",44704,"AD"
"7141",65906,"BD"
"7142",87701,"Grad"
"7143",37546,"HS"
"7144",47301,"AD"
"7145",66111,"BD"
"7146",94788,"Grad"
"7147",34001,"HS"
"7148",41596,"AD"
"7149",54748,"BD"
"7150",68611,"Grad"
"7151",30551,"HS"
"7152",39663,"AD"
"7153",54504,"BD"
"7154",73812,"Grad"
"7155",34656,"HS"
"7156",39391,"AD"
"7157",55694,"BD"
"7158",73879,"Grad"
"7159",35272,"HS"
"7160",46139,"AD"
"7161",70253,"BD"
"7162",97201,"Grad"
"7163",37469,"HS"
"7164",45964,"AD"
"7165",62255,"BD"
"7166",83340,"Grad"
"7167",30393,"HS"
"7168",40112,"AD"
"7169",60738,"BD"
"7170",84854,"Grad"
"7171",38895,"HS"
"7172",43139,"AD"
"7173",59412,"BD"
"7174",85357,"Grad"
"7175",26407,"HS"
"7176",31219,"AD"
"7177",44161,"BD"
"7178",59605,"Grad"
"7179",23310,"HS"
"7180",25318,"AD"
"7181",31957,"BD"
"7182",31900,"Grad"
"7183",23612,"HS"
"7184",25040,"AD"
"7185",43116,"BD"
"7186",47411,"Grad"
"7187",21879,"HS"
"7188",26744,"AD"
"7189",41480,"BD"
"7190",49728,"Grad"
"7191",21688,"HS"
"7192",25466,"AD"
"7193",35523,"BD"
"7194",42567,"Grad"
"7195",26292,"HS"
"7196",28262,"AD"
"7197",43966,"BD"
"7198",49336,"Grad"
"7199",24750,"HS"
"7200",29583,"AD"
"7201",41458,"BD"
"7202",74630,"Grad"
"7203",21066,"HS"
"7204",25482,"AD"
"7205",41442,"BD"
"7206",52662,"Grad"
"7207",27946,"HS"
"7208",36576,"AD"
"7209",58000,"BD"
"7210",60706,"Grad"
"7211",21516,"HS"
"7212",25465,"AD"
"7213",34851,"BD"
"7214",53089,"Grad"
"7215",17422,"HS"
"7216",18243,"AD"
"7217",37361,"BD"
"7218",88750,"Grad"
"7219",25313,"HS"
"7220",16635,"AD"
"7221",37500,"BD"
"7222",19861,"Grad"
"7223",27461,"HS"
"7224",26985,"AD"
